credit_policy,purpose,interest_rate,installment,log_annual_income,debt_income_ratio,fico,days_with_credit_line,revolve_balance,revolve_utilized,inquiries_last_6_mon,delinquent_2_yrs,public_recs,income_installment_ratio,debt_to_credit_ratio
0,home_improvement,0.1284,201.71,11.35040654,12.16,707,3600.0,24364,63.8,4,0,0,35.116421423843406,0.2866352928198925
1,credit_card,0.1008,315.78,11.8493977,2.74,752,5879.958333,28332,51.0,0,0,0,36.94555275223213,0.2023714288934906
1,small_business,0.0932,44.73,9.305650552,24.98,727,2310.041667,5010,63.4,0,0,0,20.4933303569834,0.4554545453545769
1,debt_consolidation,0.16,316.42,10.59653473,15.75,662,2640.041667,13072,90.2,0,0,0,10.533468195268629,0.3268326826459524
1,all_other,0.08,188.02,11.28978191,7.75,757,3059.958333,12454,29.8,0,0,0,35.457220733396504,0.1556750005691506
0,debt_consolidation,0.1442,412.6,10.80972795,13.79,717,5010.041667,2976,96.0,4,0,0,9.99757635955713,0.0601212120344441
0,debt_consolidation,0.1392,682.74,11.60823564,18.57,692,6690.041667,105424,69.4,1,1,0,13.42629203342404,0.9584000045759316
1,debt_consolidation,0.1357,509.53,11.22524339,12.62,702,3929.958333,6424,92.2,1,0,0,12.26620608062273,0.0856533335490468
1,credit_card,0.1316,312.38,10.858999,21.9,702,2040.0,9190,86.7,0,0,0,13.87199354597357,0.1767307688001759
0,debt_consolidation,0.1348,271.4,11.19821472,12.44,682,4230.041667,11706,34.9,4,0,0,22.414640134632585,0.1603561644044927
0,all_other,0.1538,174.26,10.77895629,15.65,652,4020.0,901,42.9,1,0,1,22.95420636083948,0.018770833331269
1,debt_consolidation,0.0832,409.3,10.26813067,0.83,807,5189.0,209,2.3,1,0,0,5.863669702668726,0.0072569444163168
1,home_improvement,0.1148,494.53,11.91839057,6.42,732,4830.0,10818,50.8,0,0,0,25.276525107718616,0.0721200002220137
0,all_other,0.1355,81.51,10.17198681,22.94,662,479.9583333,558,22.3,4,0,0,26.74518475837229,0.0213302751348888
1,credit_card,0.1148,148.36,10.6454249,0.0,772,5520.0,0,0.0,0,0,0,23.591264556286944,0.0
1,debt_consolidation,0.1287,274.12,10.93310697,23.57,687,5100.0,11508,51.8,0,0,0,17.024174332358093,0.2054999999419021
1,all_other,0.1221,116.61,10.85892207,15.07,707,5580.0,12324,25.5,2,0,0,37.15804813806336,0.2370182325338479
1,debt_consolidation,0.1114,278.83,10.25765937,24.63,727,8010.0,9193,28.5,0,0,0,8.517734852384033,0.3225614023013411
1,debt_consolidation,0.1166,330.53,10.4341158,23.96,742,3840.041667,11927,45.5,2,0,0,8.572091256884873,0.3507941189093205
1,all_other,0.0963,385.14,11.22524339,9.12,747,2759.958333,5212,8.4,2,0,0,16.22786515100924,0.0694933335083486
1,all_other,0.1253,33.47,9.862665558,1.25,692,2970.0,379,15.8,1,0,0,47.80400358454147,0.0197395833336466
1,debt_consolidation,0.0714,262.99,11.22364211,19.7,777,5280.041667,9411,20.3,0,0,0,23.727137886667958,0.1256810898883082
1,debt_consolidation,0.1148,478.05,10.71441777,16.77,722,7170.041667,17449,55.7,0,0,0,7.84436775374603,0.3877555550718135
0,debt_consolidation,0.1475,259.08,10.7342204,17.73,652,5001.958333,6131,68.9,1,0,0,14.763779585896112,0.1335729842216599
1,debt_consolidation,0.1253,234.27,11.00209984,6.64,697,5729.958333,11391,67.0,1,0,0,21.342894924569123,0.1898500002286246
1,debt_consolidation,0.1474,486.11,11.16200536,11.42,672,2940.0,2698,21.4,3,3,0,12.069284745316455,0.0383216862185386
1,small_business,0.1385,272.84,10.6454249,10.83,677,4740.0,5485,76.2,1,0,0,12.828031115564915,0.1305952377381261
1,small_business,0.1461,344.76,11.00209984,14.32,742,11312.0,41063,61.3,4,0,0,14.502842539676324,0.6843833341574939
1,home_improvement,0.0976,803.87,11.69524702,8.91,792,8129.958333,3706,12.8,1,0,0,12.439822337390584,0.0308833333878171
1,debt_consolidation,0.1565,510.8,11.48246626,18.73,662,4440.041667,31485,58.6,0,0,0,15.82484994843132,0.32458762804981
0,debt_consolidation,0.1148,453.32,10.83958091,21.79,722,3962.0,60656,59.1,0,0,0,9.375275727405665,1.189333335362886
1,credit_card,0.0768,109.17,10.30895266,2.52,762,3840.0,2096,46.6,0,0,0,22.90006410542518,0.0698666667116812
1,debt_consolidation,0.1183,596.41,10.59663473,12.42,737,3750.0,7658,36.0,0,0,0,5.588996366615396,0.1914500005927432
1,debt_consolidation,0.1183,497.01,12.11448353,9.26,732,5700.958333,75854,46.2,1,1,0,30.59898179077505,0.4156474678902475
1,credit_card,0.102,485.42,10.3155972,12.87,752,5789.958333,14857,31.3,2,1,0,5.184513736976665,0.4919536440385272
1,credit_card,0.1183,662.68,11.94470788,22.64,737,12930.0095841,32654,39.2,2,0,0,19.365807501993405,0.212038961334918
1,home_improvement,0.1379,102.23,11.40756495,17.63,682,4710.0,6345,90.6,0,0,1,73.36398322563807,0.0704999999515244
1,credit_card,0.1311,472.43,11.19821472,21.34,692,3450.041667,17457,71.3,0,0,0,12.876687197128216,0.2391369863325841
1,debt_consolidation,0.1051,243.81,10.85892207,7.82,722,4379.958333,5911,20.9,3,0,0,17.7720355743389,0.1136818218522862
1,all_other,0.0894,254.18,11.65268741,2.7,762,6900.0,5914,15.9,4,0,0,37.70294027371696,0.0514260868200053
1,credit_card,0.1062,130.24,10.22194128,5.76,707,3630.0,4423,40.2,1,0,0,17.595720656414287,0.1608363642241664
0,debt_consolidation,0.1059,325.45,11.2515607,16.54,692,4889.041667,18878,40.3,5,0,0,19.716290248282338,0.2451688313737482
1,credit_card,0.1222,193.26,10.91508846,14.84,677,3240.0,7440,89.6,0,0,0,23.71589213503249,0.1352727278428488
1,all_other,0.1158,660.27,12.4845739456,6.93,762,10679.95833,0,0.0,1,0,0,33.348688742987505,0.0
0,all_other,0.1186,198.89,10.51867319,4.54,667,930.0416667,6232,60.5,0,0,0,15.502706663576436,0.1684324327063645
1,debt_consolidation,0.1253,602.4,11.35040654,18.96,727,6510.0,59861,92.2,0,0,0,11.7585215229141,0.7042470556350182
0,debt_consolidation,0.1059,237.58,11.08214255,12.54,682,2370.041667,1367,6.9,9,0,0,22.799337792513647,0.0210307692071679
1,home_improvement,0.1367,217.72,10.87804719,16.35,662,9030.0,6713,59.9,0,1,0,20.28599419196073,0.1266603776794807
1,small_business,0.1273,411.19,10.81977828,16.63,697,3781.041667,6873,41.9,0,0,1,10.133190613318623,0.1374600006062376
1,small_business,0.1347,305.31,10.4392204,9.83,702,7290.0,4475,87.7,3,0,1,9.32767787923726,0.1309475039514478
1,debt_consolidation,0.0774,124.88,10.4341158,15.6,772,5639.958333,866,2.4,1,0,0,22.688447494700167,0.0254705883269448
1,all_other,0.1158,495.21,11.22967356,9.81,742,6480.041667,4218,1.4,0,1,1,12.67694507356646,0.0559913984606608
1,small_business,0.1461,344.76,12.01370075,17.43,732,4350.0,114393,46.6,2,0,0,39.8828169171674,0.693290911089471
1,debt_consolidation,0.1001,69.39,10.46310334,1.2,722,3330.0,2400,35.8,0,0,0,42.0329538159866,0.0685714286037634
0,debt_consolidation,0.1695,534.41,11.48600638,5.02,677,780.0416667,1513,30.9,1,0,0,15.179356740216225,0.0155428171574159
1,debt_consolidation,0.1496,554.32,11.57119437,9.87,692,4500.041667,34896,87.5,2,0,0,15.935440370185455,0.3292075481884465
1,debt_consolidation,0.1183,497.01,11.00209984,7.78,727,6150.0,12609,67.1,0,0,0,10.060159743222089,0.2101500002530706
1,debt_consolidation,0.0932,127.79,10.6214249,12.99,747,2009.958333,2727,12.8,2,0,0,26.739181418706064,0.0665057068868959
0,debt_consolidation,0.1425,411.6,11.15625052,9.77,657,3509.041667,4768,59.6,4,1,0,14.172335586288323,0.0681142857845453
1,debt_consolidation,0.1355,589.2,10.69194491,18.52,677,4800.0,18966,70.5,2,0,0,6.223127386340586,0.4310454557956579
1,all_other,0.1059,72.42,11.00209984,8.14,707,4800.0,20511,62.0,1,0,0,69.04170110437461,0.3418500004116688
1,all_other,0.0737,521.57,11.26446411,1.15,772,3000.958333,800,2.3,2,0,0,12.462373273259132,0.0102564102120177
1,home_improvement,0.0788,469.21,11.91839057,4.05,772,4710.0,8213,15.1,0,0,0,26.64052335099441,0.0547533335018856
1,debt_consolidation,0.1189,596.96,11.1844214,22.3,747,3689.958333,23518,32.9,2,0,0,10.05092470519104,0.3266388882350207
0,all_other,0.1287,67.27,10.08580911,20.45,687,2011.041667,7946,78.7,4,0,0,29.7309350578242,0.331083333111535
1,all_other,0.0963,320.95,11.40756495,3.27,732,3720.041667,8976,15.7,3,0,0,23.368125892372586,0.0997333332647569
0,all_other,0.1375,81.74,10.99373159,18.51,647,7110.0,21899,69.1,4,2,0,60.659815582684494,0.3680504207325542
1,educational,0.1496,242.52,10.75790288,21.8,672,3179.958333,6699,64.9,1,2,0,16.149870789854713,0.142531914992277
1,debt_consolidation,0.1357,339.69,11.58988651,15.74,702,3990.0,23464,31.1,1,0,0,26.494745312027984,0.2172592584133293
0,all_other,0.087,158.31,9.61580548,9.84,727,2220.0,5243,31.6,4,0,0,7.895900447821154,0.3495333333628153
1,credit_card,0.1136,822.78,11.41861479,22.59,727,4650.041667,44808,65.8,0,0,0,9.216720590517529,0.4923956021793256
1,debt_consolidation,0.1565,349.87,11.32055357,22.23,662,6960.041667,35876,80.8,1,0,0,19.65015572650109,0.4348606070706884
1,debt_consolidation,0.1635,229.64,11.08214255,11.41,672,2970.041667,7453,95.6,0,0,1,23.58764445543195,0.1146615383328622
1,all_other,0.1663,354.7,10.16585182,4.62,687,1229.958333,5785,54.6,1,0,0,6.108448472395901,0.2224999993333052
0,small_business,0.1754,290.97,10.89673933,9.98,642,3450.0,18865,60.8,0,0,0,15.465511977321208,0.3493518502959821
0,debt_consolidation,0.1059,624.87,10.49127422,0.33,712,300.0,89,1.6,0,0,0,4.800998620009373,0.002472222215889
0,small_business,0.1886,787.46,11.28978191,19.2,692,5639.958333,40407,63.5,6,0,0,8.466038455658968,0.5050875018466091
1,credit_card,0.1221,199.89,11.77528973,15.14,687,12930.0095841,1000,71.4,2,3,0,54.196474758240605,0.0076923076879824
1,credit_card,0.1114,262.43,10.91508846,18.89,722,5639.958333,36269,41.6,1,1,0,17.464974713319283,0.6594363664156295
1,debt_consolidation,0.145,550.74,11.47029976,22.27,672,5159.958333,16930,70.8,0,0,0,14.49973367117896,0.1766725455653359
1,debt_consolidation,0.1114,492.06,10.51053203,14.19,752,5369.958333,2855,25.3,2,0,0,6.215366664572465,0.0777929158458255
1,all_other,0.1122,155.19,9.893437217,23.03,717,2580.0,4500,13.0,0,0,0,10.632128362160367,0.2272727272005968
1,debt_consolidation,0.1715,571.64,11.05366789,19.13,667,4290.0,55188,98.3,3,0,0,9.209649725781231,0.8735699498294921
1,debt_consolidation,0.1774,432.26,11.08214255,24.13,677,5100.0,19714,97.6,0,0,0,12.5310384322986,0.3032923073519451
1,all_other,0.1347,373.15,10.08580911,13.65,697,1829.958333,8476,42.2,0,0,0,5.359774893045248,0.3531666664300743
1,credit_card,0.1062,814.0,11.26446411,12.32,757,6450.041667,24413,44.7,0,0,0,7.985258019820351,0.3129871781324859
1,credit_card,0.0774,93.66,11.25507141,7.33,742,10230.0,37721,64.6,0,0,0,68.75115637853223,0.4881662951295607
1,all_other,0.074,217.42,10.96127785,21.96,787,11160.04167,6545,10.7,0,0,0,22.077085897879147,0.1136284718454282
1,debt_consolidation,0.1008,151.03,10.46310334,18.72,722,3900.0,9910,98.92299999999996,2,0,0,19.31183649136801,0.2831428572763733
1,debt_consolidation,0.1316,270.17,10.37349118,11.44,697,2040.041667,6389,58.1,2,0,0,9.870328540974317,0.1996562503557601
1,debt_consolidation,0.1103,78.61,10.81977828,13.82,682,3990.0,5106,60.8,0,0,0,53.00428251228197,0.1021200004503781
1,debt_consolidation,0.1411,718.81,11.08214255,5.19,682,2130.0,15005,64.1,2,0,1,7.535602833496185,0.2308461535870922
1,debt_consolidation,0.0932,95.85,12.32385568,11.77,732,6029.958333,12176,36.1,1,0,0,195.61815313252004,0.0541155556197667
1,major_purchase,0.1355,155.37,11.06663836,13.5,697,7582.0,8399,41.0,2,0,0,34.32666100819778,0.1312343753073257
1,small_business,0.1114,303.45,11.00209984,6.48,782,2580.041667,52,1.5,0,0,0,16.477179087094445,0.0008666666677103
1,debt_consolidation,0.0859,221.28,10.6454249,13.86,757,5730.041667,0,0.0,0,0,0,15.817064396107789,0.0
0,debt_consolidation,0.1861,185.04,11.22524339,26.2423,652,6150.0,24671,72.3,3,0,0,33.77648067585224,0.3289466674951018
1,debt_consolidation,0.0737,36.48,10.46321762,7.1,782,4860.958333,3914,15.5,0,0,0,79.9616228345466,0.1118157924423635
0,credit_card,0.1501,346.73,10.81977828,7.75,647,1500.0,16246,83.3,1,0,0,12.017035296312647,0.3249200014329893
1,debt_consolidation,0.1316,675.41,11.22524339,6.75,702,5100.0,19894,78.6,0,0,1,9.25363850736545,0.2652533340013601
1,home_improvement,0.1158,825.34,11.56171563,13.36,752,4980.0,16101,36.9,2,0,0,10.601691433261411,0.1533428570109302
1,credit_card,0.0894,155.69,10.81977828,10.66,757,3301.0,5076,22.7,0,0,0,26.76258364885661,0.1015200004477319
1,credit_card,0.0988,322.11,10.07005864,19.61,737,2970.0,12652,66.2,1,0,0,6.112029559131397,0.5355355227780549
1,debt_consolidation,0.0859,227.6,11.62735176,13.89,767,2880.0,600,2.4,1,0,0,41.0526507687018,0.0053512660308774
1,debt_consolidation,0.1183,795.22,11.98292909,12.63,812,11707.0,346,0.7,0,0,0,16.766848516285418,0.002162500009117
0,all_other,0.1482,79.53,11.22524339,16.05,652,3029.958333,894,89.4,1,0,0,78.58669664604173,0.0119200000300199
1,credit_card,0.1249,301.04,10.858999,4.98,662,6630.041667,8644,72.6,1,0,0,14.394543395865078,0.1662307688257585
1,debt_consolidation,0.0832,377.82,11.40756495,1.63,792,5729.041667,4359,15.3,0,0,0,19.85072257995072,0.0484333333000307
1,debt_consolidation,0.1311,269.96,10.59663473,17.82,702,6714.041667,20155,59.6,1,0,0,12.34750823460175,0.5038750015600341
0,credit_card,0.179,216.6,10.81977828,6.6,677,900.0,3433,79.8,1,0,0,19.236688126918214,0.06866000030281
1,debt_consolidation,0.1218,616.05,11.58988651,2.38,722,2280.041667,120,0.8,1,0,0,14.609203855276007,0.0011111111067848
1,major_purchase,0.1496,166.3,10.91508846,0.0,677,7080.0,0,0.0,0,0,0,27.56063327730835,0.0
0,debt_consolidation,0.1343,169.51,9.903487553,0.0,652,330.0,0,0.0,1,0,0,9.83226162137801,0.0
1,all_other,0.1632,331.95,10.81977828,1.46,692,1620.0,4700,51.6,1,0,0,12.55209112303204,0.0940000004145666
0,credit_card,0.1299,134.76,11.39611071,6.78,657,7020.041667,0,0.0,0,2,0,55.02065398135728,0.0
1,debt_consolidation,0.0894,476.58,11.03939563,7.78,792,7118.958333,13316,33.3,1,0,0,10.890091948949214,0.213808605427789
0,all_other,0.1229,80.05,9.169518377,0.0,662,539.0416667,0,0.0,5,0,0,9.993753899253685,0.0
1,debt_consolidation,0.1385,341.04,10.7938449,16.5,702,4383.0,20800,29.9,2,1,0,11.904761876383583,0.426929393464339
1,educational,0.1103,52.41,10.53209621,15.84,682,1829.958333,0,49.4,0,0,0,59.62602545086211,0.0
1,credit_card,0.0859,189.67,10.77895629,12.65,757,2370.041667,119,0.5,1,0,0,21.08926029651441,0.002479166666394
1,credit_card,0.1114,328.04,12.04355372,10.79,722,8340.0,3441,41.9,3,0,0,43.18579052211423,0.0202411763902793
1,debt_consolidation,0.1347,542.77,11.60827201,21.82,687,5015.0,64362,47.7,0,0,0,16.88929016089284,0.585087813671967
1,all_other,0.1253,133.87,10.47728798,10.41,687,2639.958333,12160,80.5,0,0,0,22.098553423125352,0.3425352097136971
0,home_improvement,0.1665,266.1,10.81977828,20.93,642,5041.0,15831,56.3,3,0,0,15.658273762835345,0.316620001396384
1,debt_consolidation,0.1316,405.25,11.06663836,7.97,697,3150.041667,16331,76.0,0,0,1,13.16060042157604,0.2551718755975636
1,credit_card,0.1114,196.83,11.85153827,17.3,717,5220.0,61431,74.1,2,0,0,59.39982072028977,0.4378545955797482
1,small_business,0.167,275.14,10.16585182,19.52,697,1650.041667,10634,71.5,0,0,0,7.874778924034405,0.40899999877448
1,debt_consolidation,0.0963,320.95,10.81977828,21.89,747,6389.958333,33895,33.3,0,0,0,12.982292096247036,0.6779000029897313
1,credit_card,0.1166,101.64,11.51292546,20.53,702,7079.958333,91557,87.8,0,0,0,81.98871794485206,0.915570004550592
0,debt_consolidation,0.1261,251.3,10.66895539,11.72,667,1020.0,1,0.0,0,0,0,14.259185501706112,2.325581406222555e-05
1,credit_card,0.1474,55.26,9.210340372,18.12,667,1710.0,5704,80.3,0,0,0,15.08022680697033,0.570399999986415
1,debt_consolidation,0.1221,99.95,10.30895266,9.88,702,5040.0,5431,86.2,2,0,0,25.012506237011173,0.1810333334499718
1,debt_consolidation,0.1126,328.64,11.22524339,12.16,722,7859.958333,5389,28.1,0,0,1,19.0177701565838,0.0718533335142922
1,credit_card,0.1071,195.61,10.81977828,9.22,687,2790.0,22188,70.0,0,0,0,21.300887727061426,0.4437600019571074
1,small_business,0.1461,655.03,11.38736224,5.56,792,9636.0,14653,44.3,3,0,0,11.220860090892954,0.1661337871794899
1,small_business,0.1531,278.53,10.91508846,19.66,752,3239.958333,39644,10.3,1,0,0,16.455438602722793,0.7208000030378896
0,debt_consolidation,0.1565,314.88,10.51856508,16.35,677,5699.958333,9771,36.3,6,0,0,9.791031526837504,0.2641096328596098
1,all_other,0.1379,511.14,11.27720313,3.08,752,4380.0,2149,17.5,7,0,0,12.87970678051618,0.0272025316849903
1,credit_card,0.08,206.83,9.942708266,10.04,767,3449.958333,7797,72.2,0,0,0,8.380473499355466,0.3748557691143424
1,all_other,0.1014,611.1,10.69194491,9.79,732,5940.041667,0,0.0,0,0,0,6.000109075489893,0.0
0,major_purchase,0.0976,385.86,11.22524339,0.4,727,900.0416667,2130,17.9,1,0,0,16.197584575389257,0.0284000000715239
0,debt_consolidation,0.1531,348.16,10.858999,19.48,707,3720.041667,17705,67.6,7,0,0,12.446384834246391,0.3404807684012095
0,all_other,0.1766,116.95,10.69194491,26.2423,647,12930.0095841,31416,97.6,4,1,0,31.352429722376,0.7140000020708842
1,debt_consolidation,0.1189,198.99,11.15625052,15.87,697,4499.958333,37138,73.4,1,0,0,29.314705901383363,0.5305428576901098
0,debt_consolidation,0.1114,328.04,10.30895266,10.52,737,2070.041667,7328,21.7,4,0,0,7.621021821696338,0.244266666824046
1,debt_consolidation,0.1565,524.8,12.4845739456,15.58,672,10200.0,17057,82.4,1,0,0,41.9572002978894,0.0645536905406909
1,all_other,0.1886,293.77,11.65268741,11.79,667,4410.0,17267,29.1,3,0,0,32.62189249676066,0.1501478256883721
1,credit_card,0.1183,430.75,11.65268741,4.17,717,2610.0,1731,9.0,3,2,0,22.24801708362943,0.0150521738730857
0,debt_consolidation,0.1324,676.2,11.51292546,22.25,697,6456.041667,115602,29.7,5,0,0,12.323770026493287,1.1560200057456835
0,debt_consolidation,0.1418,445.45,10.49127422,18.93,667,1298.0,17784,52.0,5,0,0,6.734762616871158,0.4939999987344943
1,all_other,0.0859,316.11,11.08214255,14.99,787,5699.958333,1034,3.9,0,0,0,17.135385380865497,0.0159076922898402
1,small_business,0.1635,247.31,11.15625052,2.57,707,1710.041667,7786,30.5,0,0,0,23.587130837071992,0.1112285715433032
1,debt_consolidation,0.1442,481.36,10.52268675,22.13,682,3329.958333,1840,26.7,1,0,0,6.431222658882939,0.0495305365606544
1,home_improvement,0.0963,513.51,12.4845739456,0.16,787,5460.0,2764,10.7,1,0,0,42.87966878217047,0.0104605968607885
1,home_improvement,0.1189,331.64,11.13453063,18.83,727,4110.0,24185,44.9,2,0,0,17.21143411295374,0.3530863110391062
0,debt_consolidation,0.1722,286.1,10.49127422,23.47,657,4757.0,10130,45.6,2,1,0,10.485844137313023,0.2813888881680402
1,debt_consolidation,0.143,293.47,11.27720313,18.14,692,4440.041667,7987,42.5,3,0,0,22.432730172736704,0.1011012659692965
0,all_other,0.1134,210.56,10.6454249,5.6,682,1199.958333,4713,61.2,6,0,0,16.622340470985616,0.1122142854074363
1,major_purchase,0.1114,98.42,10.30895266,1.48,752,2010.041667,471,5.2,1,0,0,25.40134117444897,0.0157000000101154
1,debt_consolidation,0.1322,304.21,10.96819829,16.9,677,4289.958333,11274,72.5,3,0,0,15.888147449498632,0.1943793102531886
1,debt_consolidation,0.1284,181.54,10.46310334,23.07,707,1499.958333,7828,23.9,2,0,0,16.066248018570622,0.2236571429626085
1,all_other,0.0788,337.83,10.86475165,3.76,742,4980.041667,2642,64.4,0,0,0,12.90096596839322,0.0505162523927354
1,educational,0.0976,347.27,11.32176496,11.89,722,8669.041667,8866,24.3,1,0,1,19.82127260262208,0.1073365616906466
1,debt_consolidation,0.1461,379.23,11.14186178,12.7,682,10820.95833,21479,82.3,0,0,0,15.162302506179536,0.3112898561866938
0,home_improvement,0.0945,128.04,11.02190247,6.31,722,4170.041667,7587,11.8,4,0,0,39.831302777631,0.1239705880493899
0,home_improvement,0.16,168.76,11.00209984,13.8,667,3600.0,9761,54.2,6,0,1,29.62787386808965,0.1626833335292428
0,home_improvement,0.1505,520.37,10.66886237,11.58,687,2850.0,4490,43.6,4,0,0,6.885485347763981,0.1044283186098094
1,educational,0.0774,218.54,11.56171563,7.43,747,6930.0,31183,35.1,1,0,0,40.0384369338701,0.2969809521254479
0,debt_consolidation,0.1292,156.5,11.34398597,18.1,667,3750.0,133,11.1,6,2,0,44.97124611119389,0.0015747844995032
1,debt_consolidation,0.1287,336.34,11.51292546,21.28,717,5670.041667,9470,31.4,1,0,0,24.776515704093367,0.0947000004706806
1,debt_consolidation,0.1316,168.86,10.27394705,23.12,707,2490.0,7058,94.3,3,0,0,14.295866377535347,0.2436481638429362
1,debt_consolidation,0.1126,607.98,11.21446552,8.73,742,3570.0,19892,17.3,0,0,0,10.169742432382904,0.2681007060623479
1,home_improvement,0.1505,416.3,11.75194237,11.85,662,4410.0,28218,85.0,2,0,0,25.42237180299213,0.2221889753649328
0,debt_consolidation,0.1545,122.11,10.52325726,26.2423,697,5580.041667,22670,77.5,1,0,0,25.36647276885761,0.6099004593654489
1,all_other,0.1183,99.41,10.77895629,23.93,712,5580.041667,0,0.0,2,0,0,40.2374006683421,0.0
1,all_other,0.0901,159.03,12.4292162,10.0,712,1553.958333,14354,36.6,0,2,0,131.0025366224949,0.057415999818817
1,debt_consolidation,0.128,335.98,10.98189713,7.51,662,4109.041667,7251,80.6,3,0,2,14.584201383877256,0.123316327009908
1,all_other,0.1537,278.77,11.22524339,10.03,667,3390.041667,2646,22.2,2,0,0,22.41991600337088,0.0352800000888508
1,all_other,0.0976,80.39,10.49127422,0.5,702,1680.041667,11794,59.3,0,0,0,37.31807448296127,0.3276111102718526
1,all_other,0.1537,348.47,11.23848862,12.55,667,1407.0,5466,42.4,2,0,0,18.174687456499463,0.0719210525789664
1,small_business,0.0964,802.47,11.22524339,17.06,767,5691.041667,12017,12.1,4,0,0,7.788453131281791,0.1602266670701892
1,small_business,0.1886,73.45,10.81977828,17.28,677,3996.0,11132,98.5,1,1,0,56.72793258394125,0.2226400009819055
1,all_other,0.1008,807.62,10.89635036,0.0,762,6420.041667,0,0.0,1,0,0,5.569760525258111,0.0
1,debt_consolidation,0.1568,245.02,10.73639668,20.87,677,2339.958333,5546,97.3,0,0,0,15.644981432918176,0.1205652168452924
1,debt_consolidation,0.1411,41.08,9.210340372,8.28,677,1920.0,802,6.3,1,1,0,20.28562155192747,0.0801999999980899
1,all_other,0.0859,173.86,10.65282601,12.11,782,2280.0,39,0.3,0,0,0,20.28068555342375,0.0009217243360532
0,major_purchase,0.16,281.26,10.85127695,20.26,677,1980.0,1473,32.7,7,0,0,15.28834528080954,0.0285465116698604
1,debt_consolidation,0.0894,349.49,10.87244663,8.95,742,9329.958333,25212,46.6,1,0,0,12.566883135206751,0.4783697646301107
1,credit_card,0.1746,870.39,11.6351431,3.94,662,4530.041667,31852,80.6,3,1,0,10.818904960278736,0.2818761055448184
1,debt_consolidation,0.1158,759.31,11.19547123,6.38,752,5309.958333,25051,30.1,0,0,0,7.989709922533645,0.3441071442971544
1,major_purchase,0.1221,79.96,10.04324949,9.5,712,1380.041667,981,25.2,0,0,0,23.970318374854493,0.0426521741225205
0,all_other,0.1039,811.27,12.4845739456,0.81,737,3630.0,200583,23.1,1,0,0,27.14156657627221,0.7591236975859423
1,debt_consolidation,0.08,441.84,11.05089001,10.82,717,3210.0,10513,32.0,1,0,0,11.882129332537192,0.1668730151010062
0,home_improvement,0.0964,385.19,10.37349118,1.99,707,2310.0,6306,36.7,7,0,0,6.922990373361279,0.1970625003511384
1,debt_consolidation,0.1442,275.07,10.858999,6.88,667,3960.0,9760,66.8,0,0,0,15.753565797401476,0.1876923072350073
0,home_improvement,0.1739,172.07,11.60823564,13.76,667,5430.0,8957,40.3,8,0,0,53.2728925605854,0.0814272731160515
1,all_other,0.1221,159.92,11.06663836,16.72,712,7319.958333,9878,56.4,3,1,0,33.35000825940276,0.1543437503614434
1,all_other,0.1379,286.24,11.40756495,15.05,682,4980.041667,26295,70.3,0,1,0,26.201788726792127,0.2921666664657736
1,small_business,0.0932,159.74,10.81977828,17.57,737,2669.958333,7170,67.0,1,0,0,26.08405313816505,0.1434000006324346
0,debt_consolidation,0.1136,625.32,10.98529272,8.95,732,3750.041667,18995,62.9,4,0,0,7.862640971771317,0.3219491534721157
1,all_other,0.0743,155.38,10.59663473,2.55,772,8189.958333,2562,14.0,2,0,0,21.45278235946125,0.0640500001983035
1,small_business,0.1392,102.42,12.20607265,5.35,727,5309.958333,5415,12.8,1,1,1,162.72863445775982,0.0270749998789794
1,all_other,0.08,172.35,10.30895266,0.8,802,3996.0,527,1.0,0,0,0,14.505366976439031,0.0175666666779847
0,debt_consolidation,0.1474,552.59,11.39863632,3.63,732,5549.958333,15306,51.2,7,0,0,13.451805758296594,0.1715919280054187
1,home_improvement,0.157,280.09,10.87426647,7.36,662,4770.0,10973,87.8,0,1,0,15.709236321699628,0.2078219696334494
1,all_other,0.1008,161.53,11.00209984,14.34,707,2970.0,9737,44.7,2,0,0,30.954002315228184,0.1622833335287611
1,credit_card,0.1322,202.81,10.99142642,14.47,682,4289.958333,6891,59.8,0,0,0,24.391877561248545,0.1160824077288671
1,credit_card,0.1241,559.63,10.71441777,24.75,722,6179.958333,28116,95.3,1,0,0,6.700855931022801,0.6247999992205345
1,small_business,0.0951,800.95,11.08214255,2.14,777,4559.041667,3326,14.3,6,0,0,6.762802512947614,0.0511692307118073
1,debt_consolidation,0.1183,662.68,11.56171563,13.87,757,5471.0,11179,3.5,0,0,0,13.203959690239593,0.1064666665750691
1,credit_card,0.1538,243.97,11.17043516,23.54,667,5249.958333,9371,50.1,1,3,0,24.251615732239927,0.1319859149681094
1,debt_consolidation,0.1379,265.79,10.4341158,21.18,672,4229.958333,4601,32.0,2,0,0,10.660044859242849,0.135323529898699
1,debt_consolidation,0.0774,249.75,10.30895266,12.52,792,4170.041667,4887,14.4,0,0,0,10.010010003560629,0.1629000001049553
1,debt_consolidation,0.1682,248.94,9.862665558,12.63,667,1560.0,5063,55.0,0,0,0,6.427251546455383,0.2636979166708524
1,debt_consolidation,0.0788,265.89,10.76848499,11.7,737,3390.0,9205,52.0,0,0,0,14.88710870376226,0.193789473688616
0,debt_consolidation,0.1348,508.87,10.93310697,17.76,717,3870.041667,8760,28.2,6,0,0,9.170646074608449,0.1564285713843468
