credit_policy,purpose,interest_rate,installment,log_annual_income,debt_income_ratio,fico,days_with_credit_line,revolve_balance,revolve_utilized,inquiries_last_6_mon,delinquent_2_yrs,public_recs,default,income_installment_ratio,debt_to_credit_ratio
1,home_improvement,0.1128,164.36,11.32664408,13.53,687,8189.958333,16389,57.7,3,0,1,1,42.08444883880599,0.1974483154256485
1,all_other,0.1254,133.9,9.903487553,18.72,677,7590.0,9961,94.9,1,0,0,0,12.447099831514459,0.4980499997689687
1,all_other,0.1128,32.88,10.92478674,17.96,677,4650.0,22557,98.1,0,0,0,0,140.75425817475502,0.40616897070687585
1,debt_consolidation,0.1191,215.62,10.16600565,21.97,707,2280.0,7552,98.1,1,0,0,0,10.050088104675423,0.2904168593293938
1,major_purchase,0.08,219.36,10.0203813,10.04,757,5130.0,0,0.0,6,0,0,1,8.5399951031442,0.0
1,debt_consolidation,0.1159,224.53,10.62609644,11.91,682,4650.0,6170,53.7,1,0,0,0,15.289716246637584,0.14977182299315284
1,debt_consolidation,0.138,255.61,11.12726298,18.16,667,2280.0,16860,63.6,1,0,0,0,22.16918994993655,0.24794117750158826
1,all_other,0.1159,247.65,10.37349118,13.91,692,4380.0,2131,45.3,1,0,0,0,10.767884764445915,0.06659375011866096
1,all_other,0.1286,168.14,10.1266311,23.23,702,2490.0,19096,69.6,2,0,0,0,12.390468212869028,0.7638400029410414
1,credit_card,0.1096,261.76,10.83958091,12.28,697,2550.0,5329,29.4,2,1,0,0,16.23624691605874,0.10449019625673996
1,major_purchase,0.0863,205.59,10.04324949,9.34,732,1619.958333,4386,14.3,0,0,0,0,9.32276208596413,0.19069565311047426
1,debt_consolidation,0.097,48.19,10.85892207,15.62,717,4619.958333,1645,29.9,1,0,0,0,89.91491997052435,0.03163704905210807
1,debt_consolidation,0.0976,241.16,11.26446411,13.91,727,4788.0,49150,42.0,3,0,0,1,26.95306032565005,0.6301282024008391
1,major_purchase,0.1064,182.39,11.26446411,4.26,697,4140.958333,0,21.7,0,0,1,0,35.63791889979586,0.0
1,all_other,0.0863,237.21,10.6454249,19.2,787,6449.958333,8671,13.9,1,0,0,1,14.754858604488561,0.206452380387838
1,debt_consolidation,0.1349,407.17,10.91508846,14.53,667,9030.0,2569,98.8,0,0,0,1,11.256559456778199,0.04670909110595143
1,home_improvement,0.097,96.38,11.03488966,3.31,707,12150.0,8832,76.8,1,0,0,0,53.60724886760028,0.14245161347691113
1,all_other,0.08,72.08,10.83958091,11.6,762,5400.0,550,1.6,3,0,0,0,58.96226405032651,0.010784313743893222
1,all_other,0.1222,83.3,10.77895629,14.77,677,4350.0,10710,54.6,0,0,0,0,48.019207688354,0.2231249999754625
1,debt_consolidation,0.097,248.99,11.58988651,9.77,732,5580.0,14068,52.7,1,0,0,0,36.14603010178234,0.13025925875207625
1,all_other,0.1096,196.32,10.30895266,1.8,697,3360.0,2898,42.9,0,0,0,0,12.734311320238726,0.09660000006223872
1,all_other,0.1254,92.06,10.91501573,22.13,682,5400.0,18392,87.6,2,0,0,0,49.78275016626418,0.3344243232059187
1,all_other,0.1191,66.35,10.81985828,16.03,672,2339.958333,874,21.8,3,0,0,0,62.803315673791104,0.01747860173302009
1,all_other,0.1286,504.4,10.86513399,18.14,677,11129.95833,12836,31.3,0,2,0,0,8.643933419644116,0.24533639048812197
1,major_purchase,0.1222,376.52,10.95080655,22.76,712,4650.0,8939,74.5,0,0,0,1,12.615531751622047,0.15682456090428726
1,all_other,0.08,37.61,10.81977828,4.82,737,2490.0,1312,9.0,2,0,0,0,110.7861379497603,0.02624000011572584
1,debt_consolidation,0.1064,328.95,11.22693529,14.62,722,4919.958333,14173,78.7,0,0,0,0,19.03202100523672,0.18865388014381285
1,all_other,0.1033,325.85,10.81977828,16.15,727,5669.958333,1417,7.6,1,0,0,1,12.787069658709482,0.028340000124987438
1,debt_consolidation,0.1071,195.61,10.62132735,12.38,697,3620.0,21196,46.2,3,0,0,0,17.46672808856728,0.516975607526095
1,all_other,0.157,297.58,10.81977828,24.91,662,4559.958333,8155,78.4,3,0,0,0,14.00183697926771,0.16310000071931727
1,all_other,0.1096,472.81,10.71441777,1.33,712,3240.0,1661,15.8,2,0,1,1,7.931304339329307,0.036911111065062875
1,credit_card,0.1317,251.64,10.91802234,10.81,667,2820.0,6413,81.2,1,0,0,0,18.267366114821673,0.1162584114176806
1,major_purchase,0.1033,181.57,11.3736634,5.41,712,6858.0,15132,33.9,0,0,0,0,39.929503867014226,0.17393103407171107
1,credit_card,0.1317,216.17,10.79957558,16.09,662,4865.958333,24568,74.4,0,0,0,0,18.889454342436746,0.5013877536443877
1,all_other,0.1001,33.89,10.89673933,11.56,707,4559.958333,8670,96.7,1,0,0,0,132.78253231163035,0.16055555484050704
1,debt_consolidation,0.1222,148.28,11.83500896,19.0,677,6059.958333,27587,74.8,1,1,0,0,77.55597486105722,0.19990579792892776
1,home_improvement,0.138,177.22,12.20607265,3.07,662,8370.0,13793,57.7,0,2,0,0,94.04506681618193,0.06896499969173847
1,debt_consolidation,0.1096,176.69,10.96819829,15.43,707,2550.0,7366,42.8,2,0,0,0,27.354877670564147,0.12699999994012665
1,all_other,0.0832,138.54,10.34174248,4.26,742,1830.0,5680,27.2,0,0,0,0,18.646840799597133,0.18322580708690855
1,credit_card,0.0832,94.46,11.31447453,8.34,737,8100.0,5688,69.3,0,0,0,0,72.34102645546264,0.06936585339816423
1,debt_consolidation,0.1222,246.57,10.51688023,13.16,677,4529.958333,10832,56.1,3,0,1,0,12.482499850095836,0.29328212923308106
1,home_improvement,0.1254,66.95,10.34174248,3.02,667,7380.0,3574,60.6,3,0,0,0,38.586009326007265,0.1152903229803893
1,debt_consolidation,0.1128,39.45,10.47728798,22.78,702,3871.958333,7438,32.3,1,0,0,0,74.98943844749786,0.20952112581007232
1,debt_consolidation,0.1033,110.24,10.75790288,1.79,702,3179.958333,3321,51.1,2,0,0,0,35.52854375866805,0.07065957451699538
1,credit_card,0.1286,162.25,11.56171563,10.71,682,4470.0,15478,96.2,0,0,0,0,53.929121772129264,0.14740952368270155
1,all_other,0.1475,221.08,10.23995979,12.47,662,1349.958333,117,5.3,3,0,0,0,10.554248847926264,0.004178571425050317
1,home_improvement,0.0768,187.14,12.07254125,5.19,782,4807.0,12760,10.9,0,0,0,0,77.92739815624272,0.07291428592614915
1,debt_consolidation,0.1601,109.01,10.61888534,24.47,697,5309.958333,37864,98.3,0,1,0,0,31.266244623533375,0.9257701730292843
1,debt_consolidation,0.1128,197.23,10.59663473,5.43,682,4679.958333,12247,66.9,1,0,0,0,16.900741890245342,0.3061750009479403
1,debt_consolidation,0.1254,187.45,11.27720313,10.92,672,5699.958333,7465,74.6,0,0,1,0,35.12047652063506,0.09449367102301225
1,credit_card,0.0863,134.42,11.33857208,16.11,762,5850.0,16225,55.9,0,0,0,0,52.07558410371856,0.19315476148473726
1,debt_consolidation,0.1191,116.1,10.23981692,19.33,687,2280.0,10029,85.0,1,0,0,0,20.094745872339377,0.35822974775492095
1,all_other,0.1096,75.26,10.40426284,8.0,687,3630.0,1857,33.8,0,0,0,0,36.53999466869918,0.056272727297972225
1,all_other,0.097,38.56,9.798571383,7.13,712,1890.0,1905,27.2,1,0,0,0,38.91770402715485,0.10578631714862347
1,major_purchase,0.1096,175.06,9.998797732,20.02,722,3899.958333,2548,28.3,1,0,0,0,10.472599866955154,0.11581818185761246
1,debt_consolidation,0.1507,260.25,11.22524339,19.44,662,5699.958333,27087,97.4,2,0,0,0,24.015369776214023,0.36116000090956274
1,credit_card,0.1159,188.21,11.9511804,11.92,692,3089.958333,64451,91.9,2,0,0,0,68.62901397166532,0.41581290152154887
1,major_purchase,0.1317,212.79,11.18007865,18.95,677,6329.958333,7595,87.3,0,0,0,0,28.074627607398543,0.10594520685601491
1,credit_card,0.1222,236.57,11.66736182,11.75,677,2850.0,29735,67.3,1,0,0,0,41.10834009713427,0.2547986285235359
1,debt_consolidation,0.1507,173.5,10.22194128,7.9,662,1500.0,5538,95.5,1,0,0,0,13.208453361910067,0.2013818189178009
1,all_other,0.1128,165.18,11.98292909,11.19,687,5369.958333,63353,77.0,1,0,0,0,80.72002226129368,0.395956251669337
1,home_improvement,0.1128,236.68,10.93403511,19.25,707,3539.958333,3280,29.0,1,0,0,0,19.73550785298675,0.05851709128936622
1,all_other,0.097,57.83,10.83958091,13.44,752,5400.0,835,2.4,5,0,0,0,73.49126738280366,0.01637254904754698
1,all_other,0.1001,216.23,10.59663473,5.13,717,6300.0,4225,28.9,3,0,1,1,15.41568386908888,0.10562500032702277
1,all_other,0.0832,78.72,10.1960079,6.58,722,6270.0,5134,13.7,1,2,0,0,28.36636174243295,0.19159576087322608
1,debt_consolidation,0.1317,238.13,11.29601246,23.03,702,12450.0,18265,46.8,0,2,0,0,28.170886954522146,0.2268944107108391
1,credit_card,0.1191,165.86,10.6454249,23.63,742,5207.0,9347,13.5,8,0,0,0,21.10213438786164,0.22254761843906376
1,credit_card,0.1033,226.96,11.13616442,8.62,722,2789.958333,22595,61.9,1,0,0,0,25.190929259787822,0.32933477309874243
1,all_other,0.1128,65.75,10.6454249,13.43,687,3210.0,6353,45.7,0,0,0,0,53.23193930906056,0.15126190434827988
1,all_other,0.1475,138.18,11.04132055,12.96,692,4320.0,2188,27.7,3,0,0,0,37.63207394225576,0.03506410271689506
1,credit_card,0.1128,73.14,10.08580911,12.45,717,6119.958333,3623,90.6,0,1,0,1,27.34481817527801,0.15095833323220378
1,all_other,0.1096,121.89,10.70826555,17.41,732,4320.0,886,25.3,3,0,0,0,30.576749550668037,0.019810392615839174
1,home_improvement,0.1159,206.37,10.54534144,8.53,682,4290.958333,6288,22.3,3,0,1,1,15.34460760166857,0.16547368399682091
1,all_other,0.1286,107.61,10.43081625,14.77,672,7139.958333,3318,34.9,1,1,0,0,26.24291426926121,0.09791076471597501
1,credit_card,0.1317,168.88,11.00209984,14.6,667,2610.0,7708,48.5,1,0,0,0,29.60682137599958,0.12846666682137112
1,major_purchase,0.0832,135.39,10.81977828,17.9,757,4139.958333,4169,17.6,0,0,0,0,30.775290998526373,0.08338000036772944
1,all_other,0.0832,50.38,10.34174248,8.5,742,1860.0,4158,19.9,0,0,0,0,51.27696157951938,0.1341290327231278
1,debt_consolidation,0.1191,87.91,10.51686074,19.77,677,4559.958333,10679,55.3,1,0,1,0,35.01023776710304,0.289145208693922
1,credit_card,0.1191,169.18,11.20403338,18.11,687,4619.958333,22906,75.6,0,0,0,0,36.167592871551,0.31196033956162605
1,debt_consolidation,0.1412,167.76,10.3859137,23.85,682,3569.958333,2379,68.0,1,0,1,0,16.094420572203525,0.07342592605665499
1,credit_card,0.1633,264.91,10.81977828,10.8,667,5249.958333,0,86.3,0,0,0,1,15.72861216371781,0.0
1,all_other,0.097,44.18,10.59568428,20.84,757,7829.958333,14813,36.8,0,0,0,0,75.3772444878078,0.37067714386440687
1,debt_consolidation,0.1191,201.52,10.79949394,14.33,682,4533.958333,16979,41.0,0,1,0,1,20.261016253859495,0.3465384933220169
1,all_other,0.097,76.31,10.30895266,15.04,747,1679.958333,2420,5.8,0,0,0,0,32.76110599383131,0.08066666671863965
1,major_purchase,0.1475,259.08,10.30895266,20.4,662,3240.0,1244,44.4,2,0,0,0,9.649529096762649,0.04146666669338336
1,all_other,0.1033,180.76,10.30908599,13.88,752,2670.0,5063,40.8,6,0,0,0,13.83233760572667,0.16874416661572708
1,educational,0.1633,105.97,10.91508846,26.05,672,5430.0,19487,89.2,2,0,0,0,43.25123444386505,0.3543090924023649
1,debt_consolidation,0.1096,185.69,11.08214255,12.04,697,8219.958333,7350,37.3,0,0,0,0,29.170481300799143,0.11307692295002518
1,educational,0.1191,216.45,10.83467754,20.69,707,5669.958333,16881,50.7,0,0,0,0,19.53897749287543,0.3326270016719823
1,credit_card,0.1222,193.26,10.91508846,14.84,677,3240.0,7440,89.6,0,0,0,0,23.71589213503249,0.13527272784284883
1,educational,0.1286,50.44,10.48514436,13.45,662,4619.958333,10363,71.0,2,0,1,0,59.113137895017545,0.28963107796425014
1,all_other,0.1096,113.71,11.22524339,9.92,687,6240.0,22796,51.9,1,0,0,1,54.964382941339366,0.3039466674321406
1,all_other,0.1096,110.43,10.30895266,0.6,722,1440.0,767,4.2,3,0,0,0,22.638775680424402,0.025566666683139096
1,debt_consolidation,0.1096,185.69,10.70817611,18.52,712,2250.0,25925,66.1,0,0,0,0,20.069291155998343,0.5797182456108302
1,all_other,0.1033,109.43,10.30895266,5.52,712,1649.958333,598,2.9,1,0,0,0,22.845654741746017,0.019933333346176245
1,major_purchase,0.1222,145.78,10.24313332,17.63,677,2550.0,7474,35.8,2,1,0,0,16.056729324460953,0.2660828081121688
1,debt_consolidation,0.0832,174.74,10.71163613,13.64,777,4559.958333,5578,9.0,2,0,0,0,21.400843247538123,0.12430083513136163
1,all_other,0.1222,79.97,10.63585545,22.36,677,5580.0,12785,77.2,2,0,0,0,43.34958959195826,0.30733172961653865
1,debt_consolidation,0.0832,47.23,10.54534144,2.53,732,2789.958333,3421,22.1,1,0,0,0,67.04778045217749,0.09002631567320679
1,all_other,0.1222,165.77,11.42954386,5.06,722,6389.958333,5424,98.6,0,0,0,0,46.24881882785976,0.05895652150514241
1,debt_consolidation,0.1696,135.41,10.46310334,26.242299999999997,672,5339.958333,536,9.2,2,0,0,0,21.53952193553881,0.015314285721507176
1,educational,0.1191,116.1,12.07254125,2.47,677,1770.0,23806,60.6,1,0,0,0,125.61010586528221,0.13603428610955381
1,debt_consolidation,0.1096,110.43,10.71441777,13.6,722,4470.0,23280,92.0,3,0,0,0,33.95816358487992,0.5173333326879372
1,debt_consolidation,0.08,159.82,10.87804719,6.23,752,4649.958333,10399,31.3,1,0,0,0,27.63525626000307,0.196207547667052
1,debt_consolidation,0.1146,263.66,11.28978191,21.72,697,7577.0,73150,72.9,0,0,0,1,25.285089290348218,0.9143750033429717
1,credit_card,0.1159,194.82,11.51292546,20.29,707,6119.958333,57152,78.7,0,0,0,0,42.77452670113316,0.571520002840585
1,debt_consolidation,0.1001,69.39,10.46310334,1.2,722,3330.0,2400,35.8,0,0,0,0,42.0329538159866,0.06857142860376347
1,credit_card,0.1538,243.97,11.28978191,9.24,667,6540.0,33102,98.92299999999996,2,0,1,1,27.325763996775063,0.41377500151276897
1,major_purchase,0.0768,96.69,10.6214249,9.39,787,5044.958333,15715,21.5,1,0,0,0,35.33974551139154,0.383255292896065
1,credit_card,0.1128,218.6,11.1844214,16.86,697,2208.0,21659,49.9,1,0,0,1,27.44739255265711,0.3008194438422619
1,debt_consolidation,0.1033,180.76,10.6454249,0.0,772,7529.958333,0,0.0,6,0,0,0,19.362690913757092,0.0
1,debt_consolidation,0.0832,141.68,10.59663473,13.02,752,6300.0,12183,45.1,0,0,0,0,23.527197367398983,0.30457500094298656
1,all_other,0.0832,174.74,11.31447453,4.36,752,3420.0,26040,49.1,3,0,0,0,39.1057191197379,0.31756097441775605
1,all_other,0.1128,139.71,10.91508846,4.65,682,3209.958333,2801,63.7,0,0,0,1,32.80605049041857,0.05092727294191123
1,debt_consolidation,0.1128,167.65,11.05879518,14.68,687,4770.0,17550,38.6,2,0,0,1,31.5637735809078,0.27637795410484617
1,debt_consolidation,0.1159,158.5,10.81977828,20.45,707,5820.0,11781,58.9,2,0,0,0,26.28811765482956,0.235620001039151
1,credit_card,0.0832,135.39,10.93310697,17.04,752,7499.958333,68895,41.9,2,0,0,0,34.46832608010932,1.2302678567950427
1,all_other,0.0737,31.05,11.25631561,0.74,782,12407.0,2440,8.6,0,0,0,0,207.64090134092635,0.03153799430064207
1,credit_card,0.1254,226.78,11.37779279,20.95,702,6630.0,31518,93.2,0,0,0,0,32.10159622927435,0.3607829673860765
1,all_other,0.1221,566.36,11.28978191,7.93,742,6378.041667,15146,27.2,1,0,0,0,11.77107606874287,0.18932500069217567
1,credit_card,0.08,184.89,12.34583459,3.92,782,4372.0,8247,11.1,2,0,0,0,103.66524261352414,0.035856521664022915
1,all_other,0.1159,138.68,10.30895266,17.08,687,4500.0,10655,68.7,1,0,0,0,18.02711276600279,0.35516666689549814
1,credit_card,0.138,236.86,10.81977828,20.3,672,3690.0,9344,79.2,1,0,0,0,17.59126339732536,0.1868800008241938
1,all_other,0.1033,64.85,9.998797732,9.0,697,1860.0,8935,27.8,1,0,0,0,28.270367505152965,0.40613636377463397
1,all_other,0.0863,110.7,9.952277717,1.71,742,2345.0,1087,10.9,1,0,0,0,15.808491422902156,0.05176190474666402
1,debt_consolidation,0.1096,147.24,11.05089001,6.17,697,8820.0,17558,62.3,1,0,1,0,35.656071884598155,0.2786984114090619
1,all_other,0.1001,157.33,10.81977828,9.62,717,3119.958333,11579,37.0,2,0,0,0,26.483611824130712,0.23158000102133347
1,credit_card,0.1128,94.51,10.51325312,4.83,687,5220.0,5260,92.3,0,0,1,0,32.44806532555777,0.14293478320287872
1,credit_card,0.1412,191.73,10.23995979,24.77,682,3239.958333,86,1.1,0,0,0,0,12.16989169821905,0.0030714285688404033
1,home_improvement,0.0863,237.21,12.32385568,7.44,742,4380.0,15611,21.0,2,0,0,0,79.0438850712535,0.06938222230454824
1,educational,0.0832,110.2,10.858999,19.41,782,12930.0095841,2967,5.0,0,0,0,0,39.32244413694395,0.05705769216867488
1,debt_consolidation,0.1128,156.14,11.3736634,1.32,722,1260.0,10318,30.9,1,0,0,0,46.4326887225168,0.11859770086914583
1,home_improvement,0.0863,159.73,11.28983191,1.84,727,4530.0,2733,15.4,1,0,0,0,41.739184774048695,0.0341607920425949
1,all_other,0.1128,172.58,10.7711761,5.24,712,5699.958333,13673,58.4,0,0,0,1,22.998029840047742,0.2870790298806203
1,all_other,0.138,81.8,10.77895629,1.35,662,1890.0,3171,77.3,0,0,0,0,48.8997555066001,0.06606249999273497
1,credit_card,0.1159,80.9,11.35040654,13.19,682,7499.958333,44198,51.9,0,0,0,0,87.55665470214403,0.5199764682340178
1,credit_card,0.1349,254.48,11.89067673,9.58,662,7710.0,15030,52.2,1,0,0,1,47.77716629396643,0.10301576468676145
1,debt_consolidation,0.1128,200.52,10.4341158,10.06,692,1769.958333,5129,35.4,1,0,0,0,14.12992880080868,0.15085294171928437
1,credit_card,0.1286,184.95,10.42376834,17.31,672,1950.0,12596,46.3,0,0,0,0,15.161755504099224,0.37432392088968536
1,credit_card,0.1159,247.65,11.66650455,11.89,687,2910.0,25588,58.0,1,0,0,0,39.235480066636924,0.2194511155588983
1,all_other,0.0768,65.5,10.92952915,3.59,757,7529.958333,14538,32.0,1,0,0,0,70.99236652797376,0.26053763398376995
1,all_other,0.1128,32.88,10.46310334,15.69,697,4320.958333,199,2.3,1,0,0,1,88.7064070952345,0.005685714288395388
1,credit_card,0.1286,92.48,10.96819829,13.57,667,2519.958333,3109,42.6,2,0,0,0,52.263552504454786,0.05360344825059105
1,all_other,0.1304,219.14,11.05089001,6.76,667,6167.958333,20227,41.0,3,1,0,1,23.957287689551123,0.32106349057814637
1,debt_consolidation,0.08,156.69,10.96812932,10.78,757,3179.958333,4496,9.7,3,0,0,0,30.84434228162167,0.07752258789127442
1,all_other,0.0768,124.76,10.6214249,10.74,792,4589.958333,2775,13.7,3,0,0,0,27.38858603315524,0.06767632438985557
1,all_other,0.1001,242.04,11.27720313,15.21,727,4979.958333,2801,6.7,0,1,0,0,27.199360947748474,0.035455696253912566
1,debt_consolidation,0.1033,129.69,10.34174248,10.03,702,3839.958333,6796,32.4,0,0,0,0,19.91929465938921,0.21922580721173074
1,debt_consolidation,0.1096,245.4,10.51009597,7.16,697,3599.958333,27491,56.2,3,0,0,0,12.457212693022827,0.7494002847604636
1,credit_card,0.1412,102.71,10.08580911,9.3,662,1470.0,5062,85.8,0,0,0,0,19.472300665366898,0.21091666652537
1,major_purchase,0.1272,59.57,10.71441777,10.64,667,3179.958333,1030,4.6,0,3,0,0,62.95114998620597,0.022888888860333995
1,credit_card,0.1051,136.54,10.95080655,10.59,707,7350.0,5014,18.1,0,2,0,0,34.78834052380791,0.08796491200068199
1,credit_card,0.1146,98.88,9.942708266,3.58,707,3879.041667,2731,97.5,0,0,0,0,17.529665593362573,0.13129807688229692
1,debt_consolidation,0.1209,156.31,10.59663473,21.93,712,4650.958333,3266,49.5,0,0,0,0,21.325144411829623,0.0816500002527944
1,educational,0.1083,146.97,10.54534144,13.54,712,3930.958333,1818,29.8,2,0,0,0,21.54634735494552,0.04784210520137093
1,all_other,0.1178,99.33,10.27090459,0.66,717,1142.0,843,30.1,0,0,0,0,24.22900090033618,0.029189750780287405
1,debt_consolidation,0.1051,243.81,10.6454249,16.23,727,3573.958333,26784,63.6,1,0,0,0,14.355440751284736,0.6377142839704594
1,debt_consolidation,0.1083,163.3,10.76840078,21.53,742,3604.958333,17194,54.8,1,0,0,1,24.23759960825399,0.3620094309072993
1,all_other,0.1241,172.07,11.56171563,20.29,747,5585.0,8855,31.2,7,0,0,0,50.851397730737325,0.08433333326077802
1,debt_consolidation,0.1051,243.81,11.98292909,9.55,722,4685.958333,39979,49.5,0,0,0,0,54.68739295812514,0.24986875105343748
1,all_other,0.1588,245.69,11.46163217,24.19,667,5375.958333,590,84.3,0,0,0,0,32.222176979339,0.006210526319408212
1,all_other,0.0907,238.75,11.00209984,4.86,752,7626.958333,8575,25.0,1,0,0,0,20.942408351743705,0.14291666683877238
1,home_improvement,0.102,242.71,11.27663335,11.99,732,4686.958333,42703,40.4,3,0,0,1,27.108826750302736,0.5408523836749856
1,all_other,0.0907,210.1,10.37361617,1.84,742,2680.0,4889,10.7,1,0,0,1,12.6939552090051,0.15276215533712664
1,credit_card,0.1083,244.94,11.40756495,20.91,747,5641.0,120338,47.5,0,0,0,0,30.61974363173422,1.3370888879695102
1,all_other,0.0907,191.0,11.08214255,5.0,752,4384.0,86,0.5,1,0,0,0,28.359511375630326,0.0013230769215921315
1,home_improvement,0.0832,47.23,10.858999,12.39,722,3800.0,26571,33.7,0,0,0,0,91.7495944080293,0.5109807679857972
1,major_purchase,0.102,97.09,10.91508846,0.33,802,3216.958333,37,0.2,0,0,0,0,47.20705854378802,0.0006727272755625547
1,debt_consolidation,0.1272,251.7,11.31447453,11.12,677,6008.0,12336,46.0,0,1,0,0,27.148722125478752,0.1504390238255545
1,credit_card,0.1114,156.65,10.83958091,6.4,697,4709.958333,10537,41.0,2,0,0,0,27.130545756447717,0.2066078434898234
1,all_other,0.1336,338.68,10.71441777,1.73,687,3509.958333,3153,30.3,1,0,0,0,11.072398738272971,0.07006666657925542
1,major_purchase,0.0907,229.2,10.96812932,9.35,742,9419.958333,3392,9.2,1,0,0,0,21.08638740011911,0.05848679228807892
1,small_business,0.1146,411.97,11.32418334,14.16,707,6089.958333,41893,62.5,0,0,0,0,16.748792381542035,0.5059541064690921
1,small_business,0.1557,244.62,10.93310697,1.18,672,1409.958333,255,15.0,2,0,0,0,19.07720819224103,0.004553571427284068
1,debt_consolidation,0.1304,252.85,11.03488966,18.21,682,5777.958333,19099,89.2,1,0,0,0,20.43372215091681,0.3080483883373557
1,small_business,0.0938,335.76,10.91508846,6.41,737,2459.958333,1932,11.4,2,0,0,1,13.650623403670416,0.03512727287532042
1,debt_consolidation,0.1178,380.76,10.73116563,15.21,707,5039.958333,10197,75.5,0,0,0,0,10.015057643612689,0.22283653758215416
1,debt_consolidation,0.1304,182.06,11.2515607,22.08,707,5220.0,9282,15.0,1,0,1,0,35.24479106505265,0.12054545464620887
1,educational,0.08,297.7,10.91508846,3.53,787,12930.0095841,7171,10.7,2,0,0,1,15.395812274156464,0.13038181873132648
1,small_business,0.0938,383.73,11.81303006,9.91,767,12930.0095841,1579,7.2,0,0,0,0,29.31748893497677,0.011696296266126468
1,all_other,0.1493,865.78,11.98292909,10.73,682,1799.958333,33256,73.9,0,0,0,0,15.40037108401729,0.20785000087628797
1,debt_consolidation,0.1209,299.32,10.87804719,4.3,692,1679.958333,9735,72.1,1,0,0,0,14.755668366543132,0.1836792457485096
1,credit_card,0.0938,359.74,10.71441777,12.96,757,3599.958333,12341,30.8,0,0,0,0,10.424195265131177,0.27424444410231247
1,credit_card,0.1146,197.75,10.34817337,13.73,692,2069.958333,14154,85.8,0,0,0,1,13.147913982939606,0.45365384787663027
1,debt_consolidation,0.0768,124.77,10.23995979,5.57,777,6095.041667,4988,14.6,0,0,0,0,18.70107666345707,0.1781428569927434
1,credit_card,0.1462,861.99,11.98292909,9.04,682,5369.958333,9925,45.1,1,2,0,1,15.468083477906344,0.06203125026152147
1,credit_card,0.0938,172.68,11.49685706,19.36,732,6000.0,36976,53.1,2,0,0,0,47.48957624689634,0.37574944496626306
1,home_improvement,0.1178,248.32,10.30895266,17.72,692,6270.0,6349,44.7,1,1,0,0,10.067654632688736,0.21163333346968724
1,credit_card,0.1209,598.64,11.1124479,19.22,702,5220.0,22897,64.5,1,0,1,1,9.326696081813507,0.34174626810073067
1,all_other,0.1272,536.11,11.73606902,10.62,692,5970.0,35114,52.6,0,0,0,0,19.43009215528612,0.28091199895625396
1,debt_consolidation,0.1367,236.43,11.75038998,11.16,662,6839.958333,31081,28.3,1,1,0,0,44.6936372987625,0.24511249734118035
1,credit_card,0.1178,178.8,10.6454249,10.57,682,3780.0,6770,21.2,3,0,0,0,19.574944125115945,0.1611904757497017
1,all_other,0.0907,159.17,11.35040654,5.46,737,3090.0,6528,14.3,1,0,0,0,44.501686030052475,0.07679999965228444
1,small_business,0.0963,32.1,10.30895266,2.64,717,1928.958333,11738,30.3,1,0,0,0,77.8816198875161,0.3912666669187571
1,home_improvement,0.1114,820.13,11.51292546,5.95,732,6119.958333,31752,53.1,2,0,0,0,10.1609906867384,0.31752000157814697
1,all_other,0.1304,384.34,11.47210347,8.98,697,1170.0,6201,66.7,1,0,0,0,20.814903461519012,0.06459375002906544
1,credit_card,0.08,256.96,11.21182037,11.46,772,6419.958333,23891,19.3,0,0,0,0,23.998547062517286,0.3228513520572035
1,credit_card,0.1178,264.88,10.858999,9.09,687,3629.958333,15217,58.1,0,0,0,0,16.359609422724343,0.2926346146716298
1,small_business,0.1051,260.06,10.71441777,11.41,787,3929.958333,2193,6.9,0,0,0,0,14.419749306614971,0.04873333327253636
1,credit_card,0.1178,165.55,10.75790288,22.49,692,8160.0,0,0.0,3,0,1,1,23.658512014228723,0.0
1,debt_consolidation,0.06,216.38,10.23995979,12.09,667,2550.0,14320,67.5,1,0,0,0,10.783498175892127,0.5114285709976114
1,all_other,0.0768,31.19,11.1844214,16.9,767,6419.958333,28938,23.4,0,0,0,0,192.36934953545506,0.40191666586210695
1,debt_consolidation,0.1241,517.87,10.54534144,9.06,692,5250.0,17297,77.6,1,0,1,0,6.114790721139172,0.455184209938456
1,credit_card,0.1083,215.55,11.1844214,17.87,712,3899.958333,5595,14.9,0,0,1,0,27.83576901883945,0.07770833317777621
1,debt_consolidation,0.1241,334.11,11.03488966,22.43,682,8669.958333,12792,50.6,2,2,0,0,15.463968890064097,0.20632258147606963
1,credit_card,0.1241,233.88,11.51292546,7.88,677,9270.0,6410,41.4,0,0,0,0,35.63080764458168,0.06410000031859164
1,home_improvement,0.0768,109.17,10.858999,7.57,762,7831.0,1369,5.9,0,1,0,0,39.69344457168841,0.026326923012779207
1,debt_consolidation,0.1367,816.43,11.46163217,17.68,697,3330.0,34565,89.3,1,0,0,0,9.69668760586186,0.3638421054751607
1,all_other,0.102,161.81,11.15619338,8.21,732,3070.0,2535,50.7,3,0,0,0,36.04845201268539,0.03621635509504905
1,debt_consolidation,0.1083,489.88,11.01006801,16.01,732,5850.0,35692,40.1,3,0,0,0,10.288233844408403,0.5901455031491417
1,home_improvement,0.1178,215.22,11.42081018,2.14,732,4410.0,4541,96.6,2,0,0,1,35.31270341941078,0.04979166647060813
